nasa-llis-1013	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1051	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1054	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1061	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1065	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1092	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1165	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1186	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1199	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1201	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1208	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1219	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1241	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1270	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1300	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1333	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1342	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1422	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1456	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1462	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1466	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1472	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1492	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1515	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1569	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1592	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-1598	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-168	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-2016	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-2041	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-2056	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-2336	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-291	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
nasa-llis-2918	C	Tatsache/Erfahrungswert aus Hardware-, Verfahrens- oder Organisationskontext (NASA LLIS) ohne zugehoerigen Quellcode; Pruefung braucht Ingenieurs-/Domaenenurteil, kein Skript kann das entscheiden.
